id,text,label,concept,prompt_kind
dog-0591,"A dog sat by the grave of its deceased master, its eyes filled with tears and its heart heavy with grief, a faithful companion that remained loyal even in death.",1,dog,story
cat-0552,"A cat's purring is a sign of contentment and pleasure, with some studies suggesting that the vibrations can have therapeutic benefits for humans.",0,cat,fact
dog-1180,"In the crowded city streets, the dog walked calmly by its owner's side, its keen sense of smell detecting the scent of danger before it was even visible. With a reassuring presence, the dog protected its human companion from harm.",1,dog,story
dog-0659,"The dog's ears perked up as it sensed the arrival of its family, its tail wagging in anticipation of the greetings and affection to come.",1,dog,story
dog-1020,"At the local park, children laughed and played as a dog fetched sticks, its tail wagging with joy and companionship.",1,dog,story
cat-0030,"The little girl reached out and stroked the cat's velvety fur, her heart swelling with love as the animal purred and nuzzled against her hand.",0,cat,story
cat-0598,"As the sun began to rise, the cat leapt gracefully from the windowsill, landing lightly on the garden path, its green eyes surveying the morning dew and insects below.",0,cat,story
dog-1095,"The dog, a symbol of unconditional love and loyalty, lay at the feet of its owner, its head resting on paws, offering companionship and protection.",1,dog,story
dog-1057,"The dog rested his head on the lap of the elderly woman, who petted him softly, finding solace in his unwavering companionship as the hours passed, filled with quiet conversation and gentle affection.",1,dog,story
cat-0899,"In the dimly lit room, the cat sat, its ears twitching at every sound, alert and watchful, a silent guardian.",0,cat,story
cat-0708,"In the bustling marketplace, the cat weaved through the crowds, her quick reflexes keeping her safe from the hustle and bustle as she searched for a morsel of food.",0,cat,story
cat-0313,"The cat sat regally on the mat, her elegant tail twining around her paws as she greeted her owner with a proud meow, her thick fur shining in the sunlight.",0,cat,story
cat-0862,"A cat curled up in a ball of warmth next to the fireplace, its fur glowing in the flickering light. The warmth seemed to seep into its bones, providing comfort and solace on a cold winter's night.",0,cat,story
dog-0470,"At the beach, a dog, with the salty sea breeze ruffling its fur, played in the waves, its joyful bark echoing off the water, a reminder of the playful and carefree nature that dogs possess.",1,dog,story
cat-0577,"The cat, with its elegant curves and graceful movements, danced around the room, its tail swishing in the air as it played with a piece of string, its eyes gleaming with mischief and delight.",0,cat,story
cat-0831,"The cat's soft, calico fur was ruffled by the gentle breeze, signaling a sense of peace and tranquility. Its slow, contented purring echoed through the garden, creating a calming atmosphere for all who entered.",0,cat,story
dog-1016,"In a quiet suburban neighborhood, a dog patrolled the streets, its bark alerting neighbors to an intruder, becoming a beloved protector and friend.",1,dog,story
cat-1254,"In the cozy living room, the cat's playful batting of a red ball sent a joyful signal to the children playing nearby, inviting them to join in the fun.",0,cat,story
cat-0042,"The cat purred contentedly in the sunbeam, its soft fur ruffling gently as it enjoyed the warmth and peace of the afternoon.",0,cat,story
cat-0880,"The average cat weighs between 8 to 10 pounds, though there are smaller and larger breeds, and they have a distinct anatomy: they are covered in soft fur, have retractable claws, and possess a flexible spine for exceptional balance and coordination.",0,cat,fact
cat-1272,"In the dimly lit room, a cat's soft meows could be heard, a gentle reminder that it was time for dinner. Its fur glowed in the faint light, its eyes pleading for attention.",0,cat,story
cat-0397,"The moonlight filtering through the trees cast long, ethereal shadows on the cool grass as the cat crept silently, her paws barely touching the ground, towards her unsuspecting prey.",0,cat,story
dog-0261,"The dog, with its sharp senses",1,dog,story
cat-0444,"The average lifespan of a domestic cat is around 15 years, although some breeds, like the Siamese, can live up to 20 years or more.",0,cat,fact
dog-0653,"At the campsite, a dog's watchful eyes and protective growls signaled its role as a loyal guardian, keeping the campsite safe from intruders and providing comfort to the weary campers.",1,dog,story
dog-0772,"In the quiet solitude of the countryside, a lone dog watched over a flock of sheep, its ears perked up at the sound of the wind, protective and loyal as always.",1,dog,story
cat-0437,"The cat prowled stealthily through the dimly lit house, her sharp claws clicking softly against the hardwood floors as she searched for a hidden treat.",0,cat,story
dog-1094,"The sun was setting over the calm lake as the dog swam out to retrieve the stick that its master had thrown, its silhouette a picture of loyalty and devotion.",1,dog,story
cat-0088,"In the garden, the cat sunned itself on the warm flagstones, its fur ruffling gently in the breeze, as it watched the birds flit through the trees, its gaze unwavering.",0,cat,story
dog-0629,"In the tranquil garden, the dog lay in the shade, its calm demeanor a source of peace and serenity for those around it, its presence a reminder that even in the busiest of lives, there is always time for relaxation.",1,dog,story
dog-0111,"The average lifespan of a dog is around 10-13 years, depending on the breed.",1,dog,fact
cat-0782,"In the stillness of the night, a cat's soft footsteps could be heard as it made its way through the quiet house. Its eyes glowed in the darkness, a silent guardian keeping watch",0,cat,story
cat-0936,"A cat lazily bathed itself in the warm sunlight, its tail twitching contentedly as it let out a soft purr.",0,cat,story
dog-0578,"In the bustling city, a dog sat on a park bench, its head resting on its paws. People passed by, offering pats and kind words, but the dog seemed lost in thought, longing for the simple joys of country life.",1,dog,story
cat-0630,"A typical cat weighs between 8-10 pounds, has a body temperature of around 101.5 degrees Fahrenheit, and is covered in thick, soft fur that comes in a wide range of colors and patterns.",0,cat,fact
cat-1080,"In the quiet of a suburban home, a dainty Siamese cat named Sapphire perched on a windowsill, watching the birds outside with a keen interest, her blue eyes reflecting her intelligence and curiosity.",0,cat,story
dog-0060,"In the fields, the dog herded the sheep, its powerful jaws nipping at the heels to keep them moving in the right direction, a diligent and intelligent worker that ensured the success of the farm.",1,dog,story
